id	region	name	categories	address	menuList	mapUrl
1	1	카페 만월경	[카페,무인카페]	서울 서대문구 충정로9길 14-3 1층	[아메리카노(1,900),카페라떼(2,600)]	https://naver.me/52RNE2be
2	1	카페 세러데이즈	[카페]	서울 서대문구 경기대로 68 1층 카페세러데이즈	[아메리카노(3,800),카페라떼(4,500)]	https://naver.me/Gj6XCfzg
3	1	바이트앤십	[카페]	서울 서대문구 독립문로 65 1층	[아메리카노(4,500),카페라떼(5,000)]	https://naver.me/FA2ljXfE
4	1	이디야커피	[카페]	서울 서대문구 통일로 141 1.2층	[아메리카노(3,200),카페라떼(4,200)]	https://naver.me/F0zCBIHA
5	1	파리바게뜨	[카페]	서울 서대문구 통일로 145 1층	[아메리카노(4,000),카페라떼(4,500)]	https://naver.me/xwmhsj3l
6	1	스타벅스 서대문역점	[카페]	서울 종로구 통일로 134 (평동)	[아메리카노(4,700),카페라떼(5,200)]	https://naver.me/5CW4PGxp
7	1	도조커피	[카페,핸드드립]	서울 종로구 통일로 134 (평동)	[아메리카노(5,000),카페라떼(5,500)]	https://naver.me/FuNAXiOv
8	1	브론즈레인	[카페]	서울 서대문구 충정로11길 8 1층	[아메리카노(3,000),카페라떼(3,500)]	https://naver.me/GL8iCk2G
9	1	하이크커피로스터스	[카페,핸드드립]	서울 서대문구 독립문로14길 12 1층	[아메리카노(4,500),카페라떼(5,000)]	https://naver.me/FfsG8OXU
